,off_passing_Team,off_passing_Att,off_passing_Cmp,off_passing_Cmp %,off_passing_Yds/Att,off_passing_Pass Yds,off_passing_TD,off_passing_INT,off_passing_Rate,off_passing_1st,off_passing_1st%,off_passing_20+,off_passing_40+,off_passing_Lng,off_passing_Sck,off_passing_SckY,off_rushing_Team,off_rushing_Att,off_rushing_Rush Yds,off_rushing_YPC,off_rushing_TD,off_rushing_20+,off_rushing_40+,off_rushing_Lng,off_rushing_Rush 1st,off_rushing_Rush 1st%,off_rushing_Rush FUM,off_receiving_Team,off_receiving_Rec,off_receiving_Yds,off_receiving_Yds/Rec,off_receiving_TD,off_receiving_20+,off_receiving_40+,off_receiving_Lng,off_receiving_Rec 1st,off_receiving_Rec 1st%,off_receiving_Rec FUM,off_scoring_Team,off_scoring_Rsh TD,off_scoring_Rec TD,off_scoring_Tot TD,off_scoring_2-PT,off_downs_Team,off_downs_3rd Att,off_downs_3rd Md,off_downs_4th Att,off_downs_4th Md,off_downs_Rec 1st,off_downs_Rec 1st%,off_downs_Rush 1st,off_downs_Rush 1st%,off_downs_Scrm Plys,def_passing_Team,def_passing_Att,def_passing_Cmp,def_passing_Cmp %,def_passing_Yds/Att,def_passing_Yds,def_passing_TD,def_passing_INT,def_passing_Rate,def_passing_1st,def_passing_1st%,def_passing_20+,def_passing_40+,def_passing_Lng,def_passing_Sck,def_rushing_Team,def_rushing_Att,def_rushing_Rush Yds,def_rushing_YPC,def_rushing_TD,def_rushing_20+,def_rushing_40+,def_rushing_Lng,def_rushing_Rush 1st,def_rushing_Rush 1st%,def_rushing_Rush FUM,def_receiving_Team,def_receiving_Rec,def_receiving_Yds,def_receiving_Yds/Rec,def_receiving_TD,def_receiving_20+,def_receiving_40+,def_receiving_Lng,def_receiving_Rec 1st,def_receiving_Rec 1st%,def_receiving_Rec FUM,def_receiving_PDef,def_scoring_Team,def_scoring_FR TD,def_scoring_SFTY,def_scoring_INT TD,def_downs_Team,def_downs_3rd Att,def_downs_3rd Md,def_downs_4th Att,def_downs_4th Md,def_downs_Rec 1st,def_downs_Rec 1st%,def_downs_Rush 1st,def_downs_Rush 1st%,def_downs_Scrm Plys,def_tackles_Team,def_tackles_Sck,def_tackles_Comb,def_tackles_Asst,def_tackles_Solo,def_fumbles_Team,def_fumbles_FF,def_fumbles_FR,def_fumbles_FR TD,def_fumbles_Rec FUM,def_fumbles_Rush FUM,def_interceptions_Team,def_interceptions_INT,def_interceptions_INT TD,def_interceptions_INT Yds,def_interceptions_Lng,st_field-goals_Team,st_field-goals_FGM,st_field-goals_Att,st_field-goals_FG %,st_field-goals_1-19 > A-M,st_field-goals_20-29 > A-M,st_field-goals_30-39 > A-M,st_field-goals_40-49 > A-M,st_field-goals_50+ > A-M,st_field-goals_Lng,st_field-goals_FG Blk,st_scoring_Team,st_scoring_FGM,st_scoring_FG %,st_scoring_XPM,st_scoring_XP Pct,st_scoring_KRet TD,st_scoring_PRet T,st_kickoffs_Team,st_kickoffs_KO,st_kickoffs_Yds,st_kickoffs_TB,st_kickoffs_TB %,st_kickoffs_Ret,st_kickoffs_Ret Avg,st_kickoffs_OSK,st_kickoffs_OSK Rec,st_kickoffs_OOB,st_kickoffs_TD,st_punting_Team,st_punting_Net Avg,st_punting_Net Yds,st_punting_Punts,st_punting_Avg,st_punting_Lng,st_punting_Yds,st_punting_IN 20,st_punting_OOB,st_punting_Dn,st_punting_TB,st_punting_FC,st_punting_Ret,st_punting_RetY,st_punting_TD,st_punting_P Blk,st_punt-returns_Team,st_punt-returns_Avg,st_punt-returns_Ret,st_punt-returns_Yds,st_punt-returns_PRet T,st_punt-returns_20+,st_punt-returns_40+,st_punt-returns_Lng,st_punt-returns_FC,st_punt-returns_FUM,st_punt-returns_P Blk,Year
31,Falcons  Falcons,570,332,58.2,6.5,3697,26,17,80.4,192,33.7,39,5,90T,27,126,Falcons  Falcons,451,1876,4.2,15,17,2,58T,105,23.3,5,Falcons  Falcons,332,3697,11.1,26,39,5,90T,192,57.8,3,Falcons  Falcons,15,26,44,0,Falcons  Falcons,216,91,23,16,192,57.8,105,23.3,1048,Falcons  Falcons,536,335,62.5,7.5,3871,25,15,89.5,197,36.8,55,11,65T,28,Falcons  Falcons,433,1711,4.0,10,7,1,45T,89,20.6,12,Falcons  Falcons,335,4041,12.1,25,55,11,65T,197,58.8,4,63,Falcons  Falcons,2,0,1,Falcons  Falcons,214,97,17,8,197,58.8,89,20.6,997,Falcons  Falcons,27,1052,192,718,Falcons  Falcons,20,13,2,4,12,Falcons  Falcons,15,1,158,62T,Falcons  Falcons,19,29,65.5,0_0,6_6,12_8,7_3,4_2,51,2,Falcons  Falcons,19,65.5,42,97.7,0,0,Falcons  Falcons,76,5080,28,36.8,46,20.5,2,1,0,0,Falcons  Falcons,36.3,2285,62,41.8,70,2634,19,4,10,3,18,27,289,1,1,Falcons  Falcons,10.0,27,270,0,3,0,28,14,1,1,2009
0,Redskins  Redskins,605,349,57.7,7.0,4261,21,19,78.0,194,32.1,51,13,76,46,348,Redskins  Redskins,351,1461,4.2,9,12,1,54,72,20.5,6,Redskins  Redskins,349,4261,12.2,21,51,13,76,194,55.6,8,Redskins  Redskins,9,21,33,2,Redskins  Redskins,208,61,12,6,194,55.6,72,20.5,1002,Redskins  Redskins,578,367,63.5,7.5,4187,23,14,89.6,207,35.8,57,10,92T,29,Redskins  Redskins,444,2041,4.6,15,13,4,71,106,23.9,7,Redskins  Redskins,367,4363,11.9,23,57,10,92T,207,56.4,6,89,Redskins  Redskins,1,0,1,Redskins  Redskins,214,75,10,7,207,56.4,106,23.9,1051,Redskins  Redskins,46,1078,295,642,Redskins  Redskins,19,13,1,6,7,Redskins  Redskins,14,1,199,92T,Redskins  Redskins,24,35,68.6,1_1,10_8,7_4,14_11,3_0,49,1,Redskins  Redskins,24,68.6,28,100.0,1,0,Redskins  Redskins,72,4693,9,12.5,61,19.0,1,0,1,0,Redskins  Redskins,33.7,3168,93,40.2,56,3776,23,17,12,2,17,45,568,1,1,Redskins  Redskins,10.8,40,432,0,6,1,53,13,2,0,2010
1,Buccaneers  Buccaneers,494,306,61.9,7.2,3564,26,6,96.2,172,34.8,49,10,64,30,203,Buccaneers  Buccaneers,431,2001,4.6,9,16,5,61,97,22.5,7,Buccaneers  Buccaneers,306,3564,11.6,26,49,10,64,172,56.2,6,Buccaneers  Buccaneers,9,26,39,1,Buccaneers  Buccaneers,211,89,14,10,172,56.2,97,22.5,955,Buccaneers  Buccaneers,521,307,58.9,6.4,3216,23,19,77.6,171,32.8,37,9,65T,26,Buccaneers  Buccaneers,444,2107,4.7,12,14,1,54,118,26.6,7,Buccaneers  Buccaneers,307,3359,10.9,23,37,9,65T,171,55.7,2,70,Buccaneers  Buccaneers,0,0,3,Buccaneers  Buccaneers,213,92,17,9,171,55.7,118,26.6,991,Buccaneers  Buccaneers,30,1030,215,658,Buccaneers  Buccaneers,12,9,0,2,7,Buccaneers  Buccaneers,19,3,339,64,Buccaneers  Buccaneers,23,28,82.1,0_0,6_6,10_10,10_6,2_1,53,2,Buccaneers  Buccaneers,23,82.1,36,100.0,1,0,Buccaneers  Buccaneers,78,4811,1,1.3,75,20.7,2,0,0,1,Buccaneers  Buccaneers,35.5,2701,76,40.2,64,3053,24,10,11,6,17,32,232,0,0,Buccaneers  Buccaneers,6.4,30,193,0,2,0,23,16,3,0,2010
2,Seahawks  Seahawks,544,324,59.6,6.5,3536,14,20,72.1,159,29.2,39,11,87T,35,195,Seahawks  Seahawks,385,1424,3.7,13,12,0,39,81,21.0,3,Seahawks  Seahawks,324,3536,10.9,14,39,11,87T,159,49.1,3,Seahawks  Seahawks,13,14,33,2,Seahawks  Seahawks,214,76,17,6,159,49.1,81,21.0,964,Seahawks  Seahawks,585,339,57.9,7.2,3994,31,12,89.7,206,35.2,60,11,69T,37,Seahawks  Seahawks,452,1903,4.2,13,16,3,53,91,20.1,7,Seahawks  Seahawks,339,4240,12.5,31,60,11,69T,206,60.8,4,85,Seahawks  Seahawks,0,1,2,Seahawks  Seahawks,238,94,19,8,206,60.8,91,20.1,1074,Seahawks  Seahawks,35,1007,200,675,Seahawks  Seahawks,16,10,0,4,7,Seahawks  Seahawks,12,2,168,34,Seahawks  Seahawks,25,30,83.3,2_2,12_10,7_7,7_5,2_1,51,0,Seahawks  Seahawks,25,83.3,31,100.0,3,0,Seahawks  Seahawks,73,4745,20,27.4,50,22.0,3,0,1,0,Seahawks  Seahawks,37.3,2907,78,41.7,63,3254,27,5,14,1,23,35,327,1,0,Seahawks  Seahawks,11.1,42,468,0,6,4,84,14,3,1,2010
3,49ers  49ers,500,282,56.4,7.2,3613,19,15,79.4,149,29.8,53,10,66T,44,257,49ers  49ers,401,1657,4.1,10,8,1,64,85,21.2,6,49ers  49ers,282,3613,12.8,19,53,10,66T,149,52.8,3,49ers  49ers,10,19,34,1,49ers  49ers,213,68,16,8,149,52.8,85,21.2,945,49ers  49ers,550,358,65.1,7.2,3697,25,15,90.0,188,34.2,48,11,71,36,49ers  49ers,447,1547,3.5,9,9,1,43,86,19.2,4,49ers  49ers,358,3941,11.0,25,48,11,71,188,52.5,4,64,49ers  49ers,0,0,3,49ers  49ers,217,84,13,3,188,52.5,86,19.2,1033,49ers  49ers,44,920,150,704,49ers  49ers,13,7,0,4,4,49ers  49ers,15,3,239,62T,49ers  49ers,22,27,81.5,0_0,10_10,8_6,6_4,3_2,51,1,49ers  49ers,22,81.5,33,100.0,0,1,49ers  49ers,72,4482,5,6.9,67,22.2,0,0,0,1,49ers  49ers,38.2,3480,91,46.2,64,4203,34,2,11,12,12,54,483,0,0,49ers  49ers,11.8,31,366,1,4,2,78T,25,2,1,2010
4,Chargers  Chargers,544,359,66.0,8.7,4746,30,13,101.9,236,43.4,66,14,59T,38,227,Chargers  Chargers,457,1810,4.0,18,13,0,36,94,20.6,13,Chargers  Chargers,359,4746,13.2,30,66,14,59T,236,65.7,5,Chargers  Chargers,18,30,51,2,Chargers  Chargers,205,92,13,5,236,65.7,94,20.6,1039,Chargers  Chargers,488,285,58.4,6.4,2845,18,16,76.2,153,31.4,36,5,71T,47,Chargers  Chargers,404,1500,3.7,14,7,1,56T,77,19.1,2,Chargers  Chargers,285,3135,11.0,18,36,5,71T,153,53.7,5,67,Chargers  Chargers,0,1,3,Chargers  Chargers,208,70,28,12,153,53.7,77,19.1,939,Chargers  Chargers,38,1148,262,702,Chargers  Chargers,11,6,0,5,2,Chargers  Chargers,16,3,240,41T,Chargers  Chargers,27,33,81.8,0_0,7_7,11_10,10_9,5_1,50,1,Chargers  Chargers,27,81.8,48,100.0,0,0,Chargers  Chargers,96,5924,6,6.3,84,22.4,4,1,3,3,Chargers  Chargers,30.8,1722,52,43.4,67,2430,13,5,3,9,7,28,528,1,4,Chargers  Chargers,10.5,40,420,0,3,2,62,19,1,0,2010
5,Steelers  Steelers,479,298,62.2,8.1,3890,22,9,95.2,175,36.5,62,11,56T,43,289,Steelers  Steelers,471,1924,4.1,15,16,1,50T,106,22.5,9,Steelers  Steelers,298,3890,13.1,22,62,11,56T,175,58.7,3,Steelers  Steelers,15,22,41,2,Steelers  Steelers,218,94,5,2,175,58.7,106,22.5,993,Steelers  Steelers,593,363,61.2,6.3,3425,15,21,73.1,182,30.7,35,7,67,48,Steelers  Steelers,333,1004,3.0,5,1,0,24,61,18.3,5,Steelers  Steelers,363,3744,10.3,15,35,7,67,182,50.1,4,88,Steelers  Steelers,0,0,3,Steelers  Steelers,209,70,16,10,182,50.1,61,18.3,974,Steelers  Steelers,43,1154,330,636,Steelers  Steelers,24,14,0,4,5,Steelers  Steelers,21,3,248,79T,Steelers  Steelers,29,37,78.4,3_3,11_10,6_6,13_8,4_2,53,0,Steelers  Steelers,29,78.4,38,100.0,1,0,Steelers  Steelers,86,5213,7,8.1,77,20.0,2,0,1,1,Steelers  Steelers,37.3,2762,74,44.3,62,3276,22,2,4,11,25,32,294,0,0,Steelers  Steelers,6.1,37,226,0,3,0,38,19,3,1,2010
6,Cardinals  Cardinals,561,285,50.8,5.8,3264,10,19,60.5,154,27.5,44,3,74T,50,343,Cardinals  Cardinals,320,1388,4.3,9,11,2,80T,67,20.9,7,Cardinals  Cardinals,285,3264,11.5,10,44,3,74T,154,54.0,4,Cardinals  Cardinals,9,10,31,1,Cardinals  Cardinals,209,58,18,7,154,54.0,67,20.9,931,Cardinals  Cardinals,533,324,60.8,7.3,3654,22,17,83.5,178,33.4,55,7,70,33,Cardinals  Cardinals,526,2323,4.4,19,19,1,48,123,23.4,10,Cardinals  Cardinals,324,3881,12.0,22,55,7,70,178,54.9,4,80,Cardinals  Cardinals,4,0,3,Cardinals  Cardinals,233,87,17,9,178,54.9,123,23.4,1092,Cardinals  Cardinals,50,909,155,663,Cardinals  Cardinals,13,13,4,4,10,Cardinals  Cardinals,17,3,424,66T,Cardinals  Cardinals,24,27,88.9,0_0,8_8,6_6,10_8,3_2,55,0,Cardinals  Cardinals,24,88.9,29,100.0,2,0,Cardinals  Cardinals,70,4552,16,22.9,51,24.2,3,0,0,0,Cardinals  Cardinals,36.6,3442,94,43.4,65,4080,29,14,16,9,20,35,458,0,0,Cardinals  Cardinals,7.0,42,294,0,2,0,25,8,5,0,2010
7,Eagles  Eagles,561,348,62.0,7.5,4215,28,13,92.1,189,33.7,61,15,91T,49,309,Eagles  Eagles,428,2324,5.4,18,19,6,62,116,27.1,7,Eagles  Eagles,348,4215,12.1,28,61,15,91T,189,54.3,6,Eagles  Eagles,18,28,49,1,Eagles  Eagles,214,85,13,9,189,54.3,116,27.1,1038,Eagles  Eagles,536,309,57.6,7.0,3469,31,23,80.8,185,34.5,54,9,80T,39,Eagles  Eagles,423,1766,4.2,12,9,1,61,91,21.5,7,Eagles  Eagles,309,3761,12.2,31,54,9,80T,185,59.9,2,90,Eagles  Eagles,1,0,1,Eagles  Eagles,209,80,12,5,185,59.9,91,21.5,998,Eagles  Eagles,49,1044,174,796,Eagles  Eagles,11,11,1,2,7,Eagles  Eagles,23,1,182,40T,Eagles  Eagles,32,38,84.2,0_0,12_12,12_10,11_9,3_1,50,1,Eagles  Eagles,32,84.2,47,100.0,0,1,Eagles  Eagles,96,6214,23,24.0,69,21.8,2,1,2,0,Eagles  Eagles,39.0,2846,73,43.8,63,3195,28,11,5,2,21,34,309,0,0,Eagles  Eagles,10.6,38,404,1,4,2,65T,19,3,0,2010
8,Jets  Jets,525,288,54.9,6.5,3420,20,14,76.5,171,32.6,44,11,74T,28,178,Jets  Jets,534,2374,4.4,14,11,2,53T,118,22.1,11,Jets  Jets,288,3420,11.9,20,44,11,74T,171,59.4,3,Jets  Jets,14,20,39,1,Jets  Jets,235,93,14,5,171,59.4,118,22.1,1087,Jets  Jets,531,269,50.7,6.5,3210,24,12,77.1,169,31.8,48,5,50,40,Jets  Jets,408,1454,3.6,11,8,0,32,70,17.2,12,Jets  Jets,269,3454,12.8,24,48,5,50,169,62.8,2,84,Jets  Jets,0,2,3,Jets  Jets,219,81,6,4,169,62.8,70,17.2,979,Jets  Jets,28,1202,277,730,Jets  Jets,17,18,0,2,12,Jets  Jets,12,3,214,66,Jets  Jets,30,39,76.9,1_1,11_10,16_14,6_3,5_2,56,1,Jets  Jets,30,76.9,37,100.0,2,0,Jets  Jets,81,5025,7,8.6,73,19.6,0,0,1,0,Jets  Jets,38.1,3202,84,42.6,61,3581,42,11,15,4,27,27,299,0,0,Jets  Jets,9.4,56,529,0,5,0,32,25,3,1,2010
9,Giants  Giants,539,339,62.9,7.4,4002,31,25,85.3,192,35.6,57,7,92T,16,117,Giants  Giants,480,2200,4.6,17,23,3,73,112,23.3,12,Giants  Giants,339,4002,11.8,31,57,7,92T,192,56.6,3,Giants  Giants,17,31,48,1,Giants  Giants,206,74,11,3,192,56.6,112,23.3,1035,Giants  Giants,539,308,57.1,6.8,3352,24,16,80.5,159,29.5,44,10,87T,46,Giants  Giants,389,1620,4.2,11,12,3,50T,88,22.6,5,Giants  Giants,308,3668,11.9,24,44,10,87T,159,51.6,9,87,Giants  Giants,0,0,0,Giants  Giants,208,66,17,9,159,51.6,88,22.6,974,Giants  Giants,16,1220,334,630,Giants  Giants,34,23,0,9,5,Giants  Giants,16,0,110,36,Giants  Giants,19,23,82.6,0_0,12_12,4_2,4_3,3_2,53,0,Giants  Giants,19,82.6,47,100.0,0,0,Giants  Giants,85,5295,7,8.2,77,19.7,0,0,1,0,Giants  Giants,34.3,2507,72,44.1,69,3222,20,11,9,9,7,36,535,2,1,Giants  Giants,6.1,43,263,0,3,0,22,13,4,0,2010
10,Saints  Saints,661,450,68.1,7.0,4636,33,22,90.8,236,35.7,47,10,80T,26,195,Saints  Saints,380,1519,4.0,9,7,2,55T,94,24.7,7,Saints  Saints,450,4636,10.3,33,47,10,80T,236,52.4,2,Saints  Saints,9,33,44,0,Saints  Saints,217,106,11,5,236,52.4,94,24.7,1067,Saints  Saints,494,306,61.9,6.8,3103,13,9,83.2,150,30.4,42,7,68,33,Saints  Saints,421,1797,4.3,13,13,3,68,94,22.3,8,Saints  Saints,306,3353,11.0,13,42,7,68,150,49.0,10,68,Saints  Saints,0,1,2,Saints  Saints,203,70,23,15,150,49.0,94,22.3,948,Saints  Saints,26,1102,218,744,Saints  Saints,25,16,0,10,8,Saints  Saints,9,2,196,96T,Saints  Saints,25,31,80.6,1_1,8_5,13_11,7_6,2_2,52,0,Saints  Saints,25,80.6,43,100.0,0,0,Saints  Saints,84,5481,14,16.7,66,24.1,2,0,2,0,Saints  Saints,38.4,2188,57,45.9,64,2618,21,5,10,6,10,26,310,0,0,Saints  Saints,7.8,27,210,0,2,2,72,18,3,0,2010
11,Patriots  Patriots,507,331,65.3,7.9,4022,37,5,109.8,196,38.7,54,10,79T,25,175,Patriots  Patriots,454,1973,4.3,19,9,0,36T,119,26.2,2,Patriots  Patriots,331,4022,12.2,37,54,10,79T,196,59.2,2,Patriots  Patriots,19,37,65,0,Patriots  Patriots,197,95,14,7,196,59.2,119,26.2,986,Patriots  Patriots,611,388,63.5,7.1,4136,25,25,81.2,226,37.0,55,4,66T,36,Patriots  Patriots,409,1728,4.2,10,6,0,36,99,24.2,9,Patriots  Patriots,388,4348,11.2,25,55,4,66T,226,58.2,3,77,Patriots  Patriots,1,0,4,Patriots  Patriots,210,99,20,12,226,58.2,99,24.2,1056,Patriots  Patriots,25,1109,259,627,Patriots  Patriots,11,13,1,3,9,Patriots  Patriots,25,4,419,59T,Patriots  Patriots,22,25,88.0,1_1,7_7,12_11,4_3,1_0,43,0,Patriots  Patriots,22,88.0,62,96.9,2,1,Patriots  Patriots,100,6397,17,17.0,81,22.5,0,0,1,1,Patriots  Patriots,38.4,2226,58,43.2,65,2505,19,2,12,5,14,25,179,0,0,Patriots  Patriots,13.4,27,361,1,5,2,94T,14,2,1,2010
12,Vikings  Vikings,505,305,60.4,6.6,3327,14,26,67.7,159,31.5,47,3,53T,36,230,Vikings  Vikings,441,1942,4.4,16,11,2,80T,104,23.6,7,Vikings  Vikings,305,3327,10.9,14,47,3,53T,159,52.1,3,Vikings  Vikings,16,14,33,1,Vikings  Vikings,205,71,17,8,159,52.1,104,23.6,982,Vikings  Vikings,529,333,62.9,6.7,3367,25,15,86.4,178,33.6,39,7,67T,31,Vikings  Vikings,417,1635,3.9,10,10,3,73,87,20.9,7,Vikings  Vikings,333,3544,10.6,25,39,7,67T,178,53.5,3,62,Vikings  Vikings,1,0,1,Vikings  Vikings,213,87,10,5,178,53.5,87,20.9,977,Vikings  Vikings,36,1070,279,684,Vikings  Vikings,12,10,1,3,7,Vikings  Vikings,15,1,152,41,Vikings  Vikings,17,18,94.4,0_0,7_7,9_8,2_2,0_0,48,0,Vikings  Vikings,17,94.4,30,96.8,1,0,Vikings  Vikings,65,4050,3,4.6,61,23.9,1,0,0,1,Vikings  Vikings,38.9,3228,83,43.0,59,3569,32,7,17,5,22,32,241,1,0,Vikings  Vikings,8.6,42,361,0,4,1,52,22,2,0,2010
13,Dolphins  Dolphins,557,335,60.1,6.7,3755,17,21,74.8,189,33.9,44,4,57T,38,228,Dolphins  Dolphins,445,1643,3.7,8,5,2,51,91,20.4,12,Dolphins  Dolphins,335,3755,11.2,17,44,4,57T,189,56.4,3,Dolphins  Dolphins,8,17,26,0,Dolphins  Dolphins,230,92,10,3,189,56.4,91,20.4,1040,Dolphins  Dolphins,502,288,57.4,7.1,3348,22,11,85.0,166,33.1,50,11,86T,39,Dolphins  Dolphins,447,1601,3.6,8,4,0,30,84,18.8,4,Dolphins  Dolphins,288,3573,12.4,22,50,11,86T,166,57.6,1,82,Dolphins  Dolphins,1,1,0,Dolphins  Dolphins,226,84,22,8,166,57.6,84,18.8,988,Dolphins  Dolphins,38,1061,207,735,Dolphins  Dolphins,13,8,1,1,4,Dolphins  Dolphins,11,0,66,21,Dolphins  Dolphins,30,41,73.2,1_1,9_9,5_5,18_11,8_4,60,2,Dolphins  Dolphins,30,73.2,25,100.0,0,0,Dolphins  Dolphins,70,4603,14,20.0,53,24.6,0,0,3,2,Dolphins  Dolphins,37.8,2835,73,44.9,69,3369,31,2,9,4,15,43,454,1,2,Dolphins  Dolphins,10.5,28,293,0,2,1,47,22,4,0,2010
14,Raiders  Raiders,491,279,56.8,7.1,3471,18,16,77.5,159,32.4,45,12,73T,44,291,Raiders  Raiders,504,2494,4.9,19,27,6,71T,113,22.4,9,Raiders  Raiders,279,3471,12.4,18,45,12,73T,159,57.0,4,Raiders  Raiders,19,18,44,0,Raiders  Raiders,220,75,20,8,159,57.0,113,22.4,1039,Raiders  Raiders,470,249,53.0,7.1,3027,29,12,85.6,150,31.9,51,7,57T,47,Raiders  Raiders,474,2138,4.5,14,17,7,76T,98,20.7,6,Raiders  Raiders,249,3319,13.3,29,51,7,57T,150,60.2,2,63,Raiders  Raiders,1,2,2,Raiders  Raiders,218,76,11,3,150,60.2,98,20.7,991,Raiders  Raiders,44,1098,207,788,Raiders  Raiders,15,12,1,2,6,Raiders  Raiders,12,2,105,30T,Raiders  Raiders,33,41,80.5,0_0,8_8,14_13,12_8,7_4,59,0,Raiders  Raiders,33,80.5,43,100.0,3,0,Raiders  Raiders,93,6091,29,31.2,61,23.1,1,0,1,1,Raiders  Raiders,40.7,3171,78,46.8,68,3651,27,7,10,4,11,46,400,0,0,Raiders  Raiders,7.0,55,386,0,3,2,53,11,2,2,2010
15,Rams  Rams,590,354,60.0,6.0,3512,18,15,76.5,179,30.3,36,4,49,34,244,Rams  Rams,429,1578,3.7,9,9,1,42T,84,19.6,2,Rams  Rams,354,3512,9.9,18,36,4,49,179,50.6,2,Rams  Rams,9,18,27,0,Rams  Rams,235,78,15,8,179,50.6,84,19.6,1053,Rams  Rams,570,328,57.5,6.8,3578,21,14,80.4,191,33.5,51,5,65,43,Rams  Rams,404,1810,4.5,7,15,1,80,88,21.8,5,Rams  Rams,328,3868,11.8,21,51,5,65,191,58.2,5,77,Rams  Rams,0,1,0,Rams  Rams,221,74,12,6,191,58.2,88,21.8,1017,Rams  Rams,34,1075,171,797,Rams  Rams,23,12,0,5,5,Rams  Rams,14,0,161,34,Rams  Rams,33,39,84.6,0_0,12_11,14_12,9_7,4_3,53,2,Rams  Rams,33,84.6,26,96.3,0,0,Rams  Rams,73,4866,5,6.8,65,23.7,2,0,2,1,Rams  Rams,40.0,3761,94,45.5,63,4276,32,6,18,4,21,45,435,1,0,Rams  Rams,11.3,40,452,0,7,2,42,19,0,1,2010
16,Chiefs  Chiefs,475,274,57.7,6.7,3189,27,8,90.1,167,35.2,40,4,75T,32,221,Chiefs  Chiefs,556,2627,4.7,13,15,4,80,129,23.2,7,Chiefs  Chiefs,274,3189,11.6,27,40,4,75T,167,60.9,2,Chiefs  Chiefs,13,27,44,0,Chiefs  Chiefs,226,83,23,10,167,60.9,129,23.2,1063,Chiefs  Chiefs,581,319,54.9,6.5,3519,23,14,78.1,186,32.0,44,10,87T,39,Chiefs  Chiefs,408,1764,4.3,11,10,0,38T,88,21.6,9,Chiefs  Chiefs,319,3777,11.8,23,44,10,87T,186,58.3,2,96,Chiefs  Chiefs,0,0,3,Chiefs  Chiefs,223,84,20,7,186,58.3,88,21.6,1028,Chiefs  Chiefs,32,1145,244,771,Chiefs  Chiefs,18,9,0,2,9,Chiefs  Chiefs,14,3,204,54T,Chiefs  Chiefs,20,26,76.9,0_0,6_6,9_7,8_6,3_1,53,1,Chiefs  Chiefs,20,76.9,42,100.0,0,1,Chiefs  Chiefs,78,4794,8,10.3,66,20.2,2,0,2,1,Chiefs  Chiefs,37.3,3360,89,43.8,72,3941,33,10,6,11,20,42,361,0,1,Chiefs  Chiefs,10.1,52,524,1,6,1,94T,9,2,0,2010
17,Jaguars  Jaguars,469,291,62.0,7.2,3356,26,21,83.4,161,34.3,47,6,75,38,291,Jaguars  Jaguars,512,2395,4.7,14,14,1,74T,148,28.9,8,Jaguars  Jaguars,291,3356,11.5,26,47,6,75,161,55.3,3,Jaguars  Jaguars,14,26,41,0,Jaguars  Jaguars,203,81,25,16,161,55.3,148,28.9,1019,Jaguars  Jaguars,506,329,65.0,8.3,4004,28,13,98.5,197,38.9,58,13,67T,26,Jaguars  Jaguars,416,1945,4.7,19,14,5,70,98,23.6,4,Jaguars  Jaguars,329,4193,12.7,28,58,13,67T,197,59.9,4,48,Jaguars  Jaguars,0,0,0,Jaguars  Jaguars,189,78,18,8,197,59.9,98,23.6,948,Jaguars  Jaguars,38,1107,211,767,Jaguars  Jaguars,8,5,0,4,4,Jaguars  Jaguars,13,0,105,47,Jaguars  Jaguars,22,28,78.6,2_2,3_3,7_6,14_9,2_2,59,1,Jaguars  Jaguars,22,78.6,41,100.0,0,1,Jaguars  Jaguars,76,5044,15,19.7,59,21.5,1,0,2,1,Jaguars  Jaguars,39.2,2233,57,43.8,63,2496,26,5,11,7,15,19,123,0,0,Jaguars  Jaguars,10.0,36,359,1,5,3,78T,8,3,1,2010
18,Colts  Colts,679,450,66.3,6.9,4700,33,17,91.9,253,37.3,43,9,73T,16,91,Colts  Colts,393,1483,3.8,13,7,3,49,87,22.1,5,Colts  Colts,450,4700,10.4,33,43,9,73T,253,56.2,3,Colts  Colts,13,33,51,0,Colts  Colts,204,91,8,5,253,56.2,87,22.1,1088,Colts  Colts,535,356,66.5,6.8,3433,22,10,91.7,190,35.5,40,4,61,30,Colts  Colts,445,2032,4.6,14,16,3,62,111,24.9,7,Colts  Colts,356,3627,10.2,22,40,4,61,190,53.4,5,54,Colts  Colts,1,0,2,Colts  Colts,200,78,18,8,190,53.4,111,24.9,1010,Colts  Colts,16,1165,276,695,Colts  Colts,12,11,1,5,7,Colts  Colts,10,2,206,44,Colts  Colts,26,28,92.9,0_0,8_8,10_9,10_9,0_0,48,1,Colts  Colts,26,92.9,51,100.0,1,0,Colts  Colts,91,6069,16,17.6,73,25.8,2,0,0,1,Colts  Colts,35.5,2450,69,42.2,66,2909,23,3,8,8,22,28,299,1,0,Colts  Colts,6.9,31,214,0,0,0,18,24,3,1,2010
